,Unnamed: 0,venue_id,name,lat,lng,address,distance,postal_code,cc,city,state,country,category,tip_count,likes,rating,price_tier,reservations,diningOptions,payments,outdoorSeating,serves
118,118,4e4b09ddae600cc1e312a55d,Hotel Söder,59.31525106784729,18.077361947189146,Tjärhovsgatan 20,2436,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,,,,,Credit Cards: Yes,,
119,119,4c70447cdf6b8cfa5ccdb74d,2kronor,59.34499497621653,18.05568998237318,Surbrunnsgatan 46,5936,,SE,Stockholm,Storstockholm,Sverige,Hotel,7.0,6.0,5.9,,,,Credit Cards: Yes,,
120,120,4baba2c6f964a5206abb3ae3,Castanea Old Town Hostel,59.32475339350889,18.072757005991853,Surbrunnsgatan 46,3522,,SE,Stockholm,Storstockholm,Sverige,Hostel,9.0,20.0,7.7,,,,Credit Cards: Yes,,
121,121,4af9ee97f964a5205d1522e3,Crystal Plaza Hotel,59.33841828060665,18.068755988788904,Birger Jarlsgatan 35,5059,,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,22.0,5.5,,,,Credit Cards: Yes,,
122,122,55c35530498e17078b3a592a,Birka Hostel,59.33705057451517,18.063603864009377,Luntmakargatan 14,4968,,SE,Stockholm,Storstockholm,Sverige,Hotel,4.0,15.0,5.7,,,,,,
123,123,5940eb040ff4f92a642df7fd,Scandic No 53,59.334171607710715,18.05924162995229,Kungsgatan 53,4723,,SE,Stockholm,Storstockholm,Sverige,Hotel,39.0,19.0,5.2,,,,,,
124,124,4c011c249a950f47908908c6,Skanstulls Vandrarhem,59.30835671684754,18.08007438663183,Ringvägen 135,1654,,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,40.0,7.2,,Yes,,Credit Cards: Yes,,
125,125,51b07d59498e63aff401ae81,Residence Perseus,59.324378063936535,18.07345390319824,Baggensgatan 17,3474,,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,4.0,,,,,Credit Cards: Yes,,
126,126,5c9f533c04d1ae0039e61200,Hotel Gamla Stan,59.3246626,18.0754384,Skeppsbron 22,3488,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,1.0,,,Yes,,Credit Cards: Yes,,
127,127,4c2ac81ab34ad13a3de0e8ce,Sven Vintappare,59.32480127747559,18.068715802837843,Sven Vintappare Gränd 3,3574,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,,,,,,,
128,128,55fd0a71498ef8eb51ba492a,Gyllene Geten,59.325063,18.070503,Sven Vintappare Gränd 3,3580,,SE,Stockholm,Storstockholm,Sverige,Hotel,1.0,0.0,,,,,,,
